276,1,7,4
277,1,1,1
278,1,2,1
279,1,3,1
280,1,1,12
281,1,3,5
282,1,7,6
283,1,1,12
284,1,2,5
285,1,7,4
286,1,1,1
287,1,2,1
288,1,3,1
289,1,1,12
290,1,3,5
291,1,7,6
292,1,1,12
293,1,2,5
294,1,7,4
295,1,1,1
296,1,2,1
297,1,3,1
298,1,1,12
299,1,3,5
300,1,7,6
301,1,1,12
302,1,2,5
303,1,7,4
304,1,1,1
305,1,2,1
306,1,3,1
307,1,1,12
308,1,3,5
309,1,7,6
310,1,1,12
311,1,2,5
312,1,7,4
313,1,1,1
314,1,2,1
315,1,3,1
316,1,1,12
317,1,3,5
318,1,7,6
319,1,1,12
320,1,2,5
321,1,7,4
322,1,1,1
323,1,2,1
324,1,3,1
325,1,1,12
326,1,3,5
327,1,7,6
328,1,1,12
329,1,2,5
330,1,7,4
331,1,1,1
332,1,2,1
333,1,3,1
334,1,1,12
335,1,3,5
336,1,7,6
337,1,1,12
338,1,2,5
339,1,7,4
340,1,1,1
341,1,2,1
342,1,3,1
343,1,1,12
344,1,3,5
345,1,7,6
346,1,1,12
347,1,2,5
348,1,7,4
349,1,1,1
350,1,2,1
351,1,3,1
352,1,1,12
353,1,3,5
354,1,7,6
355,1,1,12
356,1,2,5
357,1,7,4
358,1,1,1
359,1,2,1
360,1,3,1
361,1,1,12
362,1,3,5
363,1,7,6
364,1,1,12
365,1,2,5
366,1,7,4
367,1,1,1
368,1,2,1
369,1,3,1
370,1,1,12
371,1,3,5
372,1,7,6
373,1,1,12
374,1,2,5
375,1,7,4
376,1,1,1
377,1,2,1
378,1,3,1
379,1,1,12
380,1,3,5
381,1,7,6
382,1,1,12
383,1,2,5
384,1,7,4
385,1,1,1
386,1,2,1
387,1,3,1
388,1,1,12
389,1,3,5
390,1,7,6
391,1,1,12
392,1,2,5
393,1,7,4
394,1,1,1
395,1,2,1
396,1,3,1
397,1,1,12
398,1,3,5
399,1,7,6
400,1,1,12
401,1,2,5
402,1,7,4
403,1,1,1
404,1,2,1
405,1,3,1
406,1,1,12
407,1,3,5
408,1,7,6
409,1,1,12
410,1,2,5
411,1,7,4
412,1,1,1
413,1,2,1
414,1,3,1
415,1,1,12
416,1,3,5
417,1,7,6
418,1,1,12
419,1,2,5
420,1,7,4
421,1,1,1
422,1,2,1
423,1,3,1
424,1,1,12
425,1,3,5
426,1,7,6
427,1,1,12
428,1,2,5
429,1,7,4
430,1,1,1
431,1,2,1
432,1,3,1
433,1,1,12
434,1,3,5
435,1,7,6
436,1,1,12
437,1,2,5
438,1,7,4
439,1,1,1
440,1,2,1
441,1,3,1
